Estimate Status,Year,Region,Common Name,Total Harvest (A+B1),PSE Harvest,Released (B2),PSE Released
PRELIMINARY,1981,NORTHERN CALIFORNIA,W. OTHER FISHES,744,100,169,100
PRELIMINARY,1981,NORTHERN CALIFORNIA,GOBY FAMILY,677,79,0,.
PRELIMINARY,1981,NORTHERN CALIFORNIA,COASTRANGE SCULPIN,584,70.5,0,.
PRELIMINARY,1981,NORTHERN CALIFORNIA,KELP BASS,582,100,338,100
PRELIMINARY,1981,NORTHERN CALIFORNIA,CUTTHROAT TROUT,537,100,128,100
PRELIMINARY,1981,NORTHERN CALIFORNIA,SALMON GENUS,406,100,21131,29.8
PRELIMINARY,1981,NORTHERN CALIFORNIA,PACIFIC SARDINE,323,100,0,.
PRELIMINARY,1981,NORTHERN CALIFORNIA,BIG SKATE,283,70.7,2427,70.5
PRELIMINARY,1981,NORTHERN CALIFORNIA,BUTTER SOLE,283,70.4,0,.
PRELIMINARY,1981,NORTHERN CALIFORNIA,SHORTSPINE THORNYHEAD,222,100,194,100
PRELIMINARY,1981,NORTHERN CALIFORNIA,BARRACUDA FAMILY,184,70.6,0,.
PRELIMINARY,1981,NORTHERN CALIFORNIA,BULLHEAD SHARKS,0,.,1065,100
PRELIMINARY,1981,NORTHERN CALIFORNIA,CALIFORNIA SKATE,0,.,338,70.6
PRELIMINARY,1981,NORTHERN CALIFORNIA,IRISH LORDS,0,.,194,57.5
PRELIMINARY,1981,NORTHERN CALIFORNIA,SALMON FAMILY,0,.,16203,40.3
PRELIMINARY,1981,NORTHERN CALIFORNIA,SCOMBRID FAMILY,0,.,281,100
PRELIMINARY,1981,NORTHERN CALIFORNIA,SHOVELNOSE GUITARFISH,0,.,2427,70.5
PRELIMINARY,1981,NORTHERN CALIFORNIA,SIX GILL SHARK,0,.,816,100
PRELIMINARY,1981,NORTHERN CALIFORNIA,SOUPFIN SHARK,0,.,1214,100
PRELIMINARY,1981,NORTHERN CALIFORNIA,STURGEON FAMILY,0,.,41078,16.6
PRELIMINARY,1981,PACIFIC NORTHWEST,BLACK ROCKFISH,1943948,12.6,42812,11.9
PRELIMINARY,1981,PACIFIC NORTHWEST,LONGFIN SMELT,1612450,38.2,0,.
PRELIMINARY,1981,PACIFIC NORTHWEST,WALLEYE POLLOCK,1466456,15.4,50530,22.2
PRELIMINARY,1981,PACIFIC NORTHWEST,SURF SMELT,1175099,13.9,5328,30.5
PRELIMINARY,1981,PACIFIC NORTHWEST,REDTAIL SURFPERCH,376135,7.2,83496,12
PRELIMINARY,1981,PACIFIC NORTHWEST,BLUE ROCKFISH,306468,28.6,2872,33
PRELIMINARY,1981,PACIFIC NORTHWEST,RIGHTEYE FLOUNDER FAMILY,296450,89,77242,10.3
PRELIMINARY,1981,PACIFIC NORTHWEST,PACIFIC COD,275091,7.9,31951,13.6
PRELIMINARY,1981,PACIFIC NORTHWEST,ROCKFISH GENUS,263741,29.6,105331,19.9
PRELIMINARY,1981,PACIFIC NORTHWEST,SPINY DOGFISH,252216,11.7,202025,11.4
PRELIMINARY,1981,PACIFIC NORTHWEST,LINGCOD,245407,8.6,42252,9.2
PRELIMINARY,1981,PACIFIC NORTHWEST,KELP GREENLING,212525,18.8,26074,31.3
PRELIMINARY,1981,PACIFIC NORTHWEST,SCULPIN FAMILY (COTTIDAE),188976,6.1,257647,5.1
PRELIMINARY,1981,PACIFIC NORTHWEST,STARRY FLOUNDER,175684,8.6,63723,19.8
PRELIMINARY,1981,PACIFIC NORTHWEST,STRIPED SEAPERCH,153905,9,11602,25.1
PRELIMINARY,1981,PACIFIC NORTHWEST,PILE PERCH,142041,8.6,6018,30
PRELIMINARY,1981,PACIFIC NORTHWEST,QUILLBACK ROCKFISH,134739,8.6,830,63.2
PRELIMINARY,1981,PACIFIC NORTHWEST,COPPER ROCKFISH,129625,10.9,2373,36.4
PRELIMINARY,1981,PACIFIC NORTHWEST,NORTHERN ANCHOVY,93181,37.8,1111,54.3
PRELIMINARY,1981,PACIFIC NORTHWEST,PACIFIC HERRING,79540,24.5,22182,48.6
PRELIMINARY,1981,PACIFIC NORTHWEST,PACIFIC SANDDAB,78831,18.8,43914,51.7
PRELIMINARY,1981,PACIFIC NORTHWEST,ROCK SOLE,76964,10.6,4675,30
PRELIMINARY,1981,PACIFIC NORTHWEST,CANARY ROCKFISH,70217,17.9,5492,30.9
PRELIMINARY,1981,PACIFIC NORTHWEST,SCORPIONFISH FAMILY,62360,34.8,21717,27.1
PRELIMINARY,1981,PACIFIC NORTHWEST,CABEZON,59817,15.4,2485,26.4
PRELIMINARY,1981,PACIFIC NORTHWEST,PACIFIC STAGHORN SCULPIN,53937,13.2,41532,11.3
PRELIMINARY,1981,PACIFIC NORTHWEST,BROWN ROCKFISH,52954,11.5,331,50.2
PRELIMINARY,1981,PACIFIC NORTHWEST,SURFPERCH FAMILY,49666,18.9,142555,8.2
PRELIMINARY,1981,PACIFIC NORTHWEST,YELLOWTAIL ROCKFISH,48432,11.5,8647,28.3
PRELIMINARY,1981,PACIFIC NORTHWEST,CODFISHES,38408,30.9,12665,15.9
PRELIMINARY,1981,PACIFIC NORTHWEST,SHINER PERCH,37205,18.1,76444,9.8
PRELIMINARY,1981,PACIFIC NORTHWEST,WALLEYE SURFPERCH,33442,17.2,18391,38.5
PRELIMINARY,1981,PACIFIC NORTHWEST,PACIFIC TOMCOD,32526,11.3,13739,15.5
PRELIMINARY,1981,PACIFIC NORTHWEST,SABLEFISH,28196,18.6,7973,16.7
PRELIMINARY,1981,PACIFIC NORTHWEST,COHO SALMON,27050,9.4,1683,28.9
PRELIMINARY,1981,PACIFIC NORTHWEST,YELLOWEYE ROCKFISH,21394,16.5,0,.
PRELIMINARY,1981,PACIFIC NORTHWEST,UNIDENTIFIED FISH,20822,40.1,16828,30.9
PRELIMINARY,1981,PACIFIC NORTHWEST,CHINA ROCKFISH,20067,18.9,467,47.8
PRELIMINARY,1981,PACIFIC NORTHWEST,WHITE SEAPERCH,19423,15.7,576,61.8
PRELIMINARY,1981,PACIFIC NORTHWEST,REDSTRIPE ROCKFISH,19215,17.1,0,.
PRELIMINARY,1981,PACIFIC NORTHWEST,SILVER SURFPERCH,19128,22.6,6970,27.4
PRELIMINARY,1981,PACIFIC NORTHWEST,ROCK GREENLING,17853,46,1225,44.2
PRELIMINARY,1981,PACIFIC NORTHWEST,PACIFIC HAKE,16426,12,15308,25.8
PRELIMINARY,1981,PACIFIC NORTHWEST,ENGLISH SOLE,16169,15.9,140,100
PRELIMINARY,1981,PACIFIC NORTHWEST,SAND SOLE,15019,21.8,3273,33.8
PRELIMINARY,1981,PACIFIC NORTHWEST,WHITE STURGEON,14953,19,20067,33.1
PRELIMINARY,1981,PACIFIC NORTHWEST,LEFTEYE FLOUNDER FAMILY,12193,65.2,4232,29.1
PRELIMINARY,1981,PACIFIC NORTHWEST,RED IRISH LORD,12006,14.9,3347,32.7
PRELIMINARY,1981,PACIFIC NORTHWEST,CHINOOK SALMON,11091,18.1,3081,44.8
PRELIMINARY,1981,PACIFIC NORTHWEST,SANDDAB GENUS,11012,26.7,0,.
PRELIMINARY,1981,PACIFIC NORTHWEST,SPECKLED SANDDAB,10705,31.9,0,.
PRELIMINARY,1981,PACIFIC NORTHWEST,WHITESPOTTED GREENLING,7502,17.9,0,.
PRELIMINARY,1981,PACIFIC NORTHWEST,FLATHEAD SOLE,6759,27,0,.
PRELIMINARY,1981,PACIFIC NORTHWEST,GREENLING GENUS,4305,21.4,11332,64.8
PRELIMINARY,1981,PACIFIC NORTHWEST,RATFISH,3782,34.5,26790,16.1
PRELIMINARY,1981,PACIFIC NORTHWEST,PACIFIC HALIBUT,3762,28.5,0,.
PRELIMINARY,1981,PACIFIC NORTHWEST,DOGFISH SHARK FAMILY,3312,54.9,4038,51.1
PRELIMINARY,1981,PACIFIC NORTHWEST,SILVERGRAY ROCKFISH,3299,34.8,0,.
PRELIMINARY,1981,PACIFIC NORTHWEST,AMERICAN SHAD,3185,81.3,0,.
PRELIMINARY,1981,PACIFIC NORTHWEST,BUFFALO SCULPIN,2992,21.2,4025,26.9
PRELIMINARY,1981,PACIFIC NORTHWEST,STEELHEAD,2961,35.7,3886,91.4
PRELIMINARY,1981,PACIFIC NORTHWEST,CUTTHROAT TROUT,2893,26.3,1150,33.8
PRELIMINARY,1981,PACIFIC NORTHWEST,W. OTHER FISHES,2807,100,204,100
PRELIMINARY,1981,PACIFIC NORTHWEST,GREENSTRIPED ROCKFISH,2354,36.5,0,.
PRELIMINARY,1981,PACIFIC NORTHWEST,C-O SOLE,2295,43.7,0,.
PRELIMINARY,1981,PACIFIC NORTHWEST,VERMILION ROCKFISH,2006,42.8,0,.
PRELIMINARY,1981,PACIFIC NORTHWEST,GREENLING FAMILY,1971,42,1315,50.5
PRELIMINARY,1981,PACIFIC NORTHWEST,SALMON GENUS,1826,48.5,14768,25.5
PRELIMINARY,1981,PACIFIC NORTHWEST,WIDOW ROCKFISH,1749,56.5,0,.
PRELIMINARY,1981,PACIFIC NORTHWEST,JACKSMELT,1745,47.5,0,.
PRELIMINARY,1981,PACIFIC NORTHWEST,PACIFIC OCEAN PERCH,1643,49.5,0,.
PRELIMINARY,1981,PACIFIC NORTHWEST,DOLLY VARDEN,1632,41,1479,62
PRELIMINARY,1981,PACIFIC NORTHWEST,BIG SKATE,1511,46.1,0,.
PRELIMINARY,1981,PACIFIC NORTHWEST,TOPSMELT,1367,50.3,0,.
PRELIMINARY,1981,PACIFIC NORTHWEST,SHORTSPINE THORNYHEAD,1301,100,0,.
PRELIMINARY,1981,PACIFIC NORTHWEST,BUTTER SOLE,1218,62.2,0,.
PRELIMINARY,1981,PACIFIC NORTHWEST,BROWN IRISH LORD,1035,57.3,0,.
PRELIMINARY,1981,PACIFIC NORTHWEST,SEA BASS FAMILY,1029,47.2,399,79
PRELIMINARY,1981,PACIFIC NORTHWEST,TIGER ROCKFISH,997,88.2,0,.
PRELIMINARY,1981,PACIFIC NORTHWEST,PETRALE SOLE,980,36.6,0,.
PRELIMINARY,1981,PACIFIC NORTHWEST,THREESPINE STICKLEBACK,794,57.4,0,.
PRELIMINARY,1981,PACIFIC NORTHWEST,CHILIPEPPER ROCKFISH,782,100,0,.
PRELIMINARY,1981,PACIFIC NORTHWEST,BOCACCIO,760,44.9,0,.
PRELIMINARY,1981,PACIFIC NORTHWEST,SNAKE PRICKLEBACK,670,41.5,659,35.1
PRELIMINARY,1981,PACIFIC NORTHWEST,PRICKLY SCULPIN,491,74.4,534,68.9
PRELIMINARY,1981,PACIFIC NORTHWEST,STRIPED BASS,460,70.5,85,100
PRELIMINARY,1981,PACIFIC NORTHWEST,ARROWTOOTH FLOUNDER,415,69.9,0,.
PRELIMINARY,1981,PACIFIC NORTHWEST,FLATFISH ORDER,395,99.9,561,70.7
PRELIMINARY,1981,PACIFIC NORTHWEST,DOVER SOLE,389,29.5,0,.
PRELIMINARY,1981,PACIFIC NORTHWEST,IRISH LORDS,370,100,212,100
PRELIMINARY,1981,PACIFIC NORTHWEST,WHITEBAIT SMELT,348,70.7,0,.
PRELIMINARY,1981,PACIFIC NORTHWEST,SMELT FAMILY,307,100,2093,42
PRELIMINARY,1981,PACIFIC NORTHWEST,SPECKLED ROCKFISH,286,99.9,0,.
PRELIMINARY,1981,PACIFIC NORTHWEST,SCALED SCULPIN,264,100.1,0,.
PRELIMINARY,1981,PACIFIC NORTHWEST,ROUGHEYE ROCKFISH,258,60.4,0,.
PRELIMINARY,1981,PACIFIC NORTHWEST,GREENLAND HALIBUT,235,100.2,285,100
PRELIMINARY,1981,PACIFIC NORTHWEST,SILVERSIDE FAMILY,230,58.6,0,.
PRELIMINARY,1981,PACIFIC NORTHWEST,COASTRANGE SCULPIN,224,100.2,342,100
PRELIMINARY,1981,PACIFIC NORTHWEST,ALBACORE,205,100,0,.
PRELIMINARY,1981,PACIFIC NORTHWEST,SCOMBRID FAMILY,195,99.9,0,.
PRELIMINARY,1981,PACIFIC NORTHWEST,CALICO SURFPERCH,189,70.7,0,.
PRELIMINARY,1981,PACIFIC NORTHWEST,UNIDENTIFIED (SHARKS),188,73.9,0,.
PRELIMINARY,1981,PACIFIC NORTHWEST,ANCHOVY FAMILY,171,99.8,0,.
PRELIMINARY,1981,PACIFIC NORTHWEST,ALASKA PLAICE,140,70.8,0,.
PRELIMINARY,1981,PACIFIC NORTHWEST,PADDED SCULPIN,140,100.3,0,.
PRELIMINARY,1981,PACIFIC NORTHWEST,MASKED GREENLING,132,100.1,1477,53.2
PRELIMINARY,1981,PACIFIC NORTHWEST,GREAT SCULPIN,118,99.7,0,.
PRELIMINARY,1981,PACIFIC NORTHWEST,KELP PERCH,100,99.5,0,.
PRELIMINARY,1981,PACIFIC NORTHWEST,GRASS ROCKFISH,85,66.2,0,.
PRELIMINARY,1981,PACIFIC NORTHWEST,MULLETS,50,99.4,0,.
PRELIMINARY,1981,PACIFIC NORTHWEST,SALMON FAMILY,50,99.6,790,94.7
PRELIMINARY,1981,PACIFIC NORTHWEST,BOTTOMFISH (GROUNDFISH),0,.,1574,69.4
PRELIMINARY,1981,PACIFIC NORTHWEST,BULLHEAD SHARKS,0,.,512,71
PRELIMINARY,1981,PACIFIC NORTHWEST,GREEN STURGEON,0,.,344,100
PRELIMINARY,1981,PACIFIC NORTHWEST,SCISSORTAIL SCULPIN,0,.,171,100
PRELIMINARY,1981,PACIFIC NORTHWEST,STURGEON FAMILY,0,.,118,100
PRELIMINARY,1981,PACIFIC NORTHWEST,STURGEON GENUS,0,.,608,67.2
PRELIMINARY,1981,PACIFIC NORTHWEST,TROUT GENERA,0,.,408,100
PRELIMINARY,1981,PACIFIC NORTHWEST,WHITEBELLY ROCKFISH,0,.,331,.
PRELIMINARY,1981,PACIFIC NORTHWEST,WOLFEEL WOLFFISH,0,.,50,100
FINAL,1981,NORTH ATLANTIC,BLUEFISH,20733433,23.1,1603142,36.1
FINAL,1981,NORTH ATLANTIC,WINTER FLOUNDER,19397288,18.6,3368767,21.3
FINAL,1981,NORTH ATLANTIC,SCUP,7943896,20.1,1835038,28.5
FINAL,1981,NORTH ATLANTIC,POLLOCK,3862182,23.5,4361256,45.2
FINAL,1981,NORTH ATLANTIC,ATLANTIC COD,3560081,20.8,411423,52.8
FINAL,1981,NORTH ATLANTIC,ATLANTIC MACKEREL,3050015,47,103432,65.5
FINAL,1981,NORTH ATLANTIC,CUNNER,1084027,23.6,2312885,21.8
FINAL,1981,NORTH ATLANTIC,TAUTOG,985546,28.1,58867,46.9
FINAL,1981,NORTH ATLANTIC,ATLANTIC SILVERSIDE,841930,73.8,0,.
FINAL,1981,NORTH ATLANTIC,MUMMICHOG,726181,78.9,677351,98.2
FINAL,1981,NORTH ATLANTIC,SUMMER FLOUNDER,540761,23.8,214944,36.2
FINAL,1981,NORTH ATLANTIC,ATLANTIC MENHADEN,499448,57.4,40197,86.6
FINAL,1981,NORTH ATLANTIC,UNIDENTIFIED FISH,466871,57.6,76918,43.8
FINAL,1981,NORTH ATLANTIC,BULLET MACKEREL,392049,84.3,4581,96.5
FINAL,1981,NORTH ATLANTIC,LEFTEYE FLOUNDER FAMILY,281138,59.8,155047,86.7
FINAL,1981,NORTH ATLANTIC,DOGFISH SHARK,231148,54.8,8034,81.5
FINAL,1981,NORTH ATLANTIC,BLACK SEA BASS,188984,41.2,221546,46
FINAL,1981,NORTH ATLANTIC,WHITE PERCH,169891,46.3,17038,73.9
FINAL,1981,NORTH ATLANTIC,SEA BASS FAMILY,144823,51.5,166129,54
FINAL,1981,NORTH ATLANTIC,NORTHERN SEAROBIN,138923,39.2,1002958,36.7
FINAL,1981,NORTH ATLANTIC,STRIPED BASS,135595,41,68359,48.8
FINAL,1981,NORTH ATLANTIC,BLUEFIN TUNA,125922,39,14082,64.9
FINAL,1981,NORTH ATLANTIC,SEAROBIN GENUS,119711,70.8,503415,55.9
FINAL,1981,NORTH ATLANTIC,AMERICAN EEL,111249,69.5,85429,47.2
FINAL,1981,NORTH ATLANTIC,SMELT FAMILY,94826,99,0,.
FINAL,1981,NORTH ATLANTIC,ATLANTIC TOMCOD,89448,67.8,197598,72.6
FINAL,1981,NORTH ATLANTIC,SKATE GENUS,84540,52.5,217221,43.8
FINAL,1981,NORTH ATLANTIC,SILVER HAKE,83524,65.3,9624,64.1
FINAL,1981,NORTH ATLANTIC,RIGHTEYE FLOUNDER FAMILY,80414,60.6,0,.
FINAL,1981,NORTH ATLANTIC,SCULPIN FAMILY,75573,42.7,1059368,98.7
FINAL,1981,NORTH ATLANTIC,COD FAMILY,74737,49.2,1808,90.2
FINAL,1981,NORTH ATLANTIC,SMOOTH DOGFISH,66524,45.4,80451,42.8
FINAL,1981,NORTH ATLANTIC,WEAKFISH,57966,36.7,0,.
FINAL,1981,NORTH ATLANTIC,RED HAKE,38223,55.3,49502,57.8
FINAL,1981,NORTH ATLANTIC,WHITE MARLIN,34090,85.6,0,.
FINAL,1981,NORTH ATLANTIC,HERRING GENUS,32606,100.2,13925,100.2
FINAL,1981,NORTH ATLANTIC,RAINBOW SMELT,31893,97.4,13051,99.5
FINAL,1981,NORTH ATLANTIC,ATLANTIC HERRING,31652,67.8,0,.
FINAL,1981,NORTH ATLANTIC,ATLANTIC BONITO,30604,51.4,6882,27.1
FINAL,1981,NORTH ATLANTIC,HADDOCK,28214,35.6,0,.
FINAL,1981,NORTH ATLANTIC,OCEAN POUT,24882,30.5,0,.
FINAL,1981,NORTH ATLANTIC,ALBACORE,23924,85.6,1783,85.6
FINAL,1981,NORTH ATLANTIC,SPANISH MACKEREL,23422,92.1,0,.
FINAL,1981,NORTH ATLANTIC,WINDOWPANE,21898,59.1,91248,92.8
FINAL,1981,NORTH ATLANTIC,CUSK,21530,42.5,1519,62.7
FINAL,1981,NORTH ATLANTIC,LONGHORN SCULPIN,21022,39.8,331404,62.9
FINAL,1981,NORTH ATLANTIC,SHORTHORN SCULPIN,19981,25.4,18298,87
FINAL,1981,NORTH ATLANTIC,HERRING FAMILY,19411,100.9,0,.
FINAL,1981,NORTH ATLANTIC,AMERICAN SHAD,18982,100,0,.
FINAL,1981,NORTH ATLANTIC,SKIPJACK TUNA,18463,35.7,0,.
FINAL,1981,NORTH ATLANTIC,YELLOWFIN TUNA,17597,78.9,5348,85.6
FINAL,1981,NORTH ATLANTIC,CONGER EEL,14979,115.2,567,100.9
FINAL,1981,NORTH ATLANTIC,STRIPED SEAROBIN,10059,60.6,67639,41.6
FINAL,1981,NORTH ATLANTIC,WINTER SKATE,7983,69.6,26559,65.2
FINAL,1981,NORTH ATLANTIC,BUTTERFISH,7928,101.1,8850,101.1
FINAL,1981,NORTH ATLANTIC,LEFTEYE FLOUNDER GENUS,4291,105,0,.
FINAL,1981,NORTH ATLANTIC,AMERICAN SAND LANCE,4221,100,0,.
FINAL,1981,NORTH ATLANTIC,TUNA GENUS,3872,85.6,3872,85.6
FINAL,1981,NORTH ATLANTIC,SEA RAVEN,3733,52.6,8299,96.2
FINAL,1981,NORTH ATLANTIC,SPINY DOGFISH,3362,61.8,109672,30.1
FINAL,1981,NORTH ATLANTIC,WHITE HAKE,3293,72,0,.
FINAL,1981,NORTH ATLANTIC,ATLANTIC HALIBUT,3082,49.8,0,.
FINAL,1981,NORTH ATLANTIC,HARDHEAD CATFISH,2768,49.8,2474,107
FINAL,1981,NORTH ATLANTIC,ATLANTIC SALMON,2625,64,463,73.4
FINAL,1981,NORTH ATLANTIC,LITTLE SKATE,2072,96.3,5109,100.9
FINAL,1981,NORTH ATLANTIC,BLUE SHARK,1683,103,0,.
FINAL,1981,NORTH ATLANTIC,SHORTFIN MAKO,1213,100.5,1936,85.6
FINAL,1981,NORTH ATLANTIC,ATLANTIC WOLFFISH,584,84.3,0,.
FINAL,1981,NORTH ATLANTIC,SEA LAMPREY,520,75.9,0,.
FINAL,1981,NORTH ATLANTIC,BROOK TROUT,124,100.3,0,.
FINAL,1981,NORTH ATLANTIC,SALMON FAMILY,47,94.6,0,.
FINAL,1981,NORTH ATLANTIC,ATLANTIC CROAKER,0,.,1016,102.2
FINAL,1981,NORTH ATLANTIC,COBIA,0,.,7507,103.7
FINAL,1981,NORTH ATLANTIC,GOLDEN REDFISH,0,.,587,103.1
FINAL,1981,NORTH ATLANTIC,GOOSEFISH,0,.,96637,90.9
FINAL,1981,NORTH ATLANTIC,NORTHERN PUFFER,0,.,38506,61.1
FINAL,1981,NORTH ATLANTIC,NURSE SHARK,0,.,1639,93.7
FINAL,1981,NORTH ATLANTIC,OYSTER TOADFISH,0,.,8720,81.8
FINAL,1981,NORTH ATLANTIC,PORGY FAMILY,0,.,8952,101.9
FINAL,1981,NORTH ATLANTIC,PUFFER FAMILY,0,.,39975,101.8
FINAL,1981,NORTH ATLANTIC,RED DRUM,0,.,381,100.4
FINAL,1981,NORTH ATLANTIC,SAND TIGER,0,.,1639,93.7
FINAL,1981,NORTH ATLANTIC,TOADFISH FAMILY,0,.,14922,101.2
FINAL,1981,NORTH ATLANTIC,UNIDENTIFIED (BOTTOM FISH),0,.,45665,59.9
FINAL,1981,NORTH ATLANTIC,WHITE GRUNT,0,.,95,100.4
FINAL,1981,NORTH ATLANTIC,WOLFFISH GENUS,0,.,2255,94.1
FINAL,1981,MID-ATLANTIC,BLUEFISH,25488578,11.5,3849809,23.6
FINAL,1981,MID-ATLANTIC,SPOT,18953436,16.8,10091794,20.1
FINAL,1981,MID-ATLANTIC,WINTER FLOUNDER,16215468,12.9,8698357,15.8
FINAL,1981,MID-ATLANTIC,SUMMER FLOUNDER,13613933,10.1,4880109,14.1
FINAL,1981,MID-ATLANTIC,SCUP,9361962,39,540675,46
FINAL,1981,MID-ATLANTIC,WEAKFISH,6587440,21.2,579138,66.2
FINAL,1981,MID-ATLANTIC,BLUE CATFISH,5880572,71.4,2193888,60.9
FINAL,1981,MID-ATLANTIC,BLACK SEA BASS,2198545,26.1,5071782,73.5
FINAL,1981,MID-ATLANTIC,TAUTOG,1803542,22.6,609309,30.1
FINAL,1981,MID-ATLANTIC,ATLANTIC MACKEREL,1802704,34.7,261973,86.7
FINAL,1981,MID-ATLANTIC,ATLANTIC CROAKER,1571274,38.2,839673,54.1
FINAL,1981,MID-ATLANTIC,WHITE PERCH,1396547,34.2,1228012,38.9
FINAL,1981,MID-ATLANTIC,SPINY DOGFISH,803495,66.1,18980,36.4
FINAL,1981,MID-ATLANTIC,SILVER HAKE,743932,23.8,43932,30.8
FINAL,1981,MID-ATLANTIC,MUMMICHOG,673636,98.2,0,.
FINAL,1981,MID-ATLANTIC,STRIPED BASS,635150,23.9,525115,64.4
FINAL,1981,MID-ATLANTIC,CUNNER,507976,46.4,1541356,23.4
FINAL,1981,MID-ATLANTIC,EMERALD PARROTFISH,458235,83.5,9702,72.3
FINAL,1981,MID-ATLANTIC,ATLANTIC TOMCOD,345254,57.4,172494,54.3
FINAL,1981,MID-ATLANTIC,AMERICAN EEL,233197,34.4,143652,51.4
FINAL,1981,MID-ATLANTIC,SEAROBIN GENUS,211463,71.5,2312432,18.9
FINAL,1981,MID-ATLANTIC,ATLANTIC MENHADEN,204388,72.2,0,.
FINAL,1981,MID-ATLANTIC,ATLANTIC COD,200433,32.2,16134,98.9
FINAL,1981,MID-ATLANTIC,WINDOWPANE,195464,65.9,279618,33.3
FINAL,1981,MID-ATLANTIC,RED HAKE,156885,34.4,0,.
FINAL,1981,MID-ATLANTIC,OYSTER TOADFISH,143857,48.7,2401507,35.9
FINAL,1981,MID-ATLANTIC,LITTLE TUNNY,140708,44.7,5634,93.4
FINAL,1981,MID-ATLANTIC,CHANNEL CATFISH,134868,82.1,188768,99.2
FINAL,1981,MID-ATLANTIC,UNIDENTIFIED FISH,131061,65.4,85718,48.2
FINAL,1981,MID-ATLANTIC,ATLANTIC BONITO,105913,44.5,5937,87.8
FINAL,1981,MID-ATLANTIC,BULLHEAD CATFISH FAMILY,89912,82.1,176970,99.2
FINAL,1981,MID-ATLANTIC,SILVER SEATROUT,68943,79.3,3220,88
FINAL,1981,MID-ATLANTIC,RED DRUM,68878,102.2,0,.
FINAL,1981,MID-ATLANTIC,NORTHERN KINGFISH,64149,45.1,21006,53.8
FINAL,1981,MID-ATLANTIC,SEA BASS FAMILY,60460,54.7,41028,58.6
FINAL,1981,MID-ATLANTIC,NORTHERN PUFFER,57629,42,135090,60.9
FINAL,1981,MID-ATLANTIC,HICKORY SHAD,55887,100.4,0,.
FINAL,1981,MID-ATLANTIC,SPOTTED HAKE,52292,96.3,4364,106.7
FINAL,1981,MID-ATLANTIC,BLUEFIN TUNA,36742,54.9,0,.
FINAL,1981,MID-ATLANTIC,ANCHOVY FAMILY,32761,100.8,0,.
FINAL,1981,MID-ATLANTIC,SMOOTH DOGFISH,32428,36,399734,27.9
FINAL,1981,MID-ATLANTIC,BONEFISH,25721,100.2,0,.
FINAL,1981,MID-ATLANTIC,SAND TIGER,25029,64.4,68228,44.2
FINAL,1981,MID-ATLANTIC,SANDBAR SHARK,25006,92.6,88012,48
FINAL,1981,MID-ATLANTIC,NORTHERN SEAROBIN,24799,59.8,452487,34.3
FINAL,1981,MID-ATLANTIC,LEFTEYE FLOUNDER FAMILY,24400,69.2,4629,98.3
FINAL,1981,MID-ATLANTIC,HERRING FAMILY,23400,100.8,1242,100.5
FINAL,1981,MID-ATLANTIC,MACKEREL FAMILY,22971,66.3,6232,82.6
FINAL,1981,MID-ATLANTIC,YELLOWFIN TUNA,19529,65.6,0,.
FINAL,1981,MID-ATLANTIC,DAMSELFISH FAMILY,17473,101.7,0,.
FINAL,1981,MID-ATLANTIC,SKIPJACK TUNA,15930,72.5,0,.
FINAL,1981,MID-ATLANTIC,BLUEBACK HERRING,14903,100.4,0,.
FINAL,1981,MID-ATLANTIC,SEA RAVEN,13725,33.1,68997,33
FINAL,1981,MID-ATLANTIC,ALBACORE,13713,57.8,0,.
FINAL,1981,MID-ATLANTIC,PINFISH,13707,80.5,0,.
FINAL,1981,MID-ATLANTIC,POLLOCK,13318,90.9,0,.
FINAL,1981,MID-ATLANTIC,PIGFISH,11158,68.3,0,.
FINAL,1981,MID-ATLANTIC,BLACK DRUM,11044,104.8,0,.
FINAL,1981,MID-ATLANTIC,COD FAMILY,10089,72,35,100.5
FINAL,1981,MID-ATLANTIC,SHORTFIN MAKO,9708,89.7,0,.
FINAL,1981,MID-ATLANTIC,BIGEYE SCAD,5824,99.2,5899,99.2
FINAL,1981,MID-ATLANTIC,DOGFISH SHARK,5692,80.8,73951,73.1
FINAL,1981,MID-ATLANTIC,SOAPFISH GENUS,5549,105.6,0,.
FINAL,1981,MID-ATLANTIC,LEFTEYE FLOUNDER GENUS,5255,99,0,.
FINAL,1981,MID-ATLANTIC,CONGER EEL,5206,103.6,1786,86.9
FINAL,1981,MID-ATLANTIC,SWORDFISH,5155,78.8,0,.
FINAL,1981,MID-ATLANTIC,NEEDLEFISH FAMILY,4623,100.1,0,.
FINAL,1981,MID-ATLANTIC,UNIDENTIFIED EEL,4413,89.7,2543,100.3
FINAL,1981,MID-ATLANTIC,YELLOW PERCH,3991,101.6,0,.
FINAL,1981,MID-ATLANTIC,DUSKY SHARK,3673,81.4,5722,91
FINAL,1981,MID-ATLANTIC,BLUE SHARK,3664,73.3,7665,75.9
FINAL,1981,MID-ATLANTIC,SKATE GENUS,3251,87.2,40379,31.8
FINAL,1981,MID-ATLANTIC,REQUIEM SHARK FAMILY,2416,70.2,66019,62.2
FINAL,1981,MID-ATLANTIC,WHITE MARLIN,2257,88.7,0,.
FINAL,1981,MID-ATLANTIC,SILVER PERCH,1892,97.6,0,.
FINAL,1981,MID-ATLANTIC,PORGY FAMILY,1605,97.2,6058,62.2
